date,time,stock,loaded_unloaded,warehouse_id,warehouse_name,x_length_m,y_length_m,z_height_m
2025-03-05,09:00,1400,loaded,WH003,Narela Hub,60,50,15
2025-03-05,13:00,1139,unloaded,WH003,Narela Hub,60,50,15
2025-03-05,17:00,1509,loaded,WH003,Narela Hub,60,50,15
2025-03-06,06:00,1064,unloaded,WH001,Bawana Main,50,40,12
2025-03-06,09:00,1136,loaded,WH001,Bawana Main,50,40,12
2025-03-06,13:00,930,unloaded,WH001,Bawana Main,50,40,12
2025-03-06,17:00,1263,loaded,WH001,Bawana Main,50,40,12
2025-03-06,06:00,765,unloaded,WH002,Okhla Depot,45,35,10
2025-03-06,09:00,886,loaded,WH002,Okhla Depot,45,35,10
2025-03-06,13:00,665,unloaded,WH002,Okhla Depot,45,35,10
2025-03-06,17:00,866,loaded,WH002,Okhla Depot,45,35,10
2025-03-06,06:00,1242,unloaded,WH003,Narela Hub,60,50,15
2025-03-06,09:00,1491,loaded,WH003,Narela Hub,60,50,15
2025-03-06,13:00,1252,unloaded,WH003,Narela Hub,60,50,15
2025-03-06,17:00,1482,loaded,WH003,Narela Hub,60,50,15
2025-03-07,06:00,1012,unloaded,WH001,Bawana Main,50,40,12
2025-03-07,09:00,1186,loaded,WH001,Bawana Main,50,40,12
2025-03-07,13:00,979,unloaded,WH001,Bawana Main,50,40,12
2025-03-07,17:00,1270,loaded,WH001,Bawana Main,50,40,12
2025-03-07,06:00,618,unloaded,WH002,Okhla Depot,45,35,10
2025-03-07,09:00,916,loaded,WH002,Okhla Depot,45,35,10
2025-03-07,13:00,681,unloaded,WH002,Okhla Depot,45,35,10
2025-03-07,17:00,954,loaded,WH002,Okhla Depot,45,35,10
2025-03-07,06:00,1252,unloaded,WH003,Narela Hub,60,50,15
2025-03-07,09:00,1406,loaded,WH003,Narela Hub,60,50,15
2025-03-07,13:00,1221,unloaded,WH003,Narela Hub,60,50,15
2025-03-07,17:00,1546,loaded,WH003,Narela Hub,60,50,15
2025-03-08,06:00,917,unloaded,WH001,Bawana Main,50,40,12
2025-03-08,09:00,1073,loaded,WH001,Bawana Main,50,40,12
2025-03-08,13:00,938,unloaded,WH001,Bawana Main,50,40,12
2025-03-08,17:00,1137,loaded,WH001,Bawana Main,50,40,12
2025-03-08,06:00,429,unloaded,WH002,Okhla Depot,45,35,10
2025-03-08,09:00,808,loaded,WH002,Okhla Depot,45,35,10
2025-03-08,13:00,382,unloaded,WH002,Okhla Depot,45,35,10
2025-03-08,17:00,692,loaded,WH002,Okhla Depot,45,35,10
2025-03-08,06:00,1144,unloaded,WH003,Narela Hub,60,50,15
2025-03-08,09:00,1349,loaded,WH003,Narela Hub,60,50,15
2025-03-08,13:00,1200,unloaded,WH003,Narela Hub,60,50,15
2025-03-08,17:00,1318,loaded,WH003,Narela Hub,60,50,15
2025-03-09,06:00,776,unloaded,WH001,Bawana Main,50,40,12
2025-03-09,09:00,1172,loaded,WH001,Bawana Main,50,40,12
2025-03-09,13:00,906,unloaded,WH001,Bawana Main,50,40,12
2025-03-09,17:00,1116,loaded,WH001,Bawana Main,50,40,12
2025-03-09,06:00,522,unloaded,WH002,Okhla Depot,45,35,10
2025-03-09,09:00,946,loaded,WH002,Okhla Depot,45,35,10
2025-03-09,13:00,497,unloaded,WH002,Okhla Depot,45,35,10
2025-03-09,17:00,709,loaded,WH002,Okhla Depot,45,35,10
2025-03-09,06:00,1312,unloaded,WH003,Narela Hub,60,50,15
2025-03-09,09:00,1414,loaded,WH003,Narela Hub,60,50,15
2025-03-09,13:00,1308,unloaded,WH003,Narela Hub,60,50,15
2025-03-09,17:00,1424,loaded,WH003,Narela Hub,60,50,15
2025-03-10,06:00,1048,unloaded,WH001,Bawana Main,50,40,12
2025-03-10,09:00,1143,loaded,WH001,Bawana Main,50,40,12
2025-03-10,13:00,1048,unloaded,WH001,Bawana Main,50,40,12
2025-03-10,17:00,1278,loaded,WH001,Bawana Main,50,40,12
2025-03-10,06:00,690,unloaded,WH002,Okhla Depot,45,35,10
2025-03-10,09:00,980,loaded,WH002,Okhla Depot,45,35,10
2025-03-10,13:00,603,unloaded,WH002,Okhla Depot,45,35,10
2025-03-10,17:00,904,loaded,WH002,Okhla Depot,45,35,10
2025-03-10,06:00,1285,unloaded,WH003,Narela Hub,60,50,15
2025-03-10,09:00,1510,loaded,WH003,Narela Hub,60,50,15
2025-03-10,13:00,1204,unloaded,WH003,Narela Hub,60,50,15
2025-03-10,17:00,1479,loaded,WH003,Narela Hub,60,50,15
2025-03-11,06:00,1120,unloaded,WH001,Bawana Main,50,40,12
2025-03-11,09:00,1118,loaded,WH001,Bawana Main,50,40,12
2025-03-11,13:00,1042,unloaded,WH001,Bawana Main,50,40,12
2025-03-11,17:00,1201,loaded,WH001,Bawana Main,50,40,12
2025-03-11,06:00,626,unloaded,WH002,Okhla Depot,45,35,10
2025-03-11,09:00,986,loaded,WH002,Okhla Depot,45,35,10
2025-03-11,13:00,599,unloaded,WH002,Okhla Depot,45,35,10
2025-03-11,17:00,854,loaded,WH002,Okhla Depot,45,35,10
2025-03-11,06:00,1386,unloaded,WH003,Narela Hub,60,50,15
2025-03-11,09:00,1545,loaded,WH003,Narela Hub,60,50,15
2025-03-11,13:00,1392,unloaded,WH003,Narela Hub,60,50,15
2025-03-11,17:00,1470,loaded,WH003,Narela Hub,60,50,15
2025-03-12,06:00,872,unloaded,WH001,Bawana Main,50,40,12
2025-03-12,09:00,1237,loaded,WH001,Bawana Main,50,40,12
2025-03-12,13:00,939,unloaded,WH001,Bawana Main,50,40,12
2025-03-12,17:00,1227,loaded,WH001,Bawana Main,50,40,12
2025-03-12,06:00,693,unloaded,WH002,Okhla Depot,45,35,10
2025-03-12,09:00,913,loaded,WH002,Okhla Depot,45,35,10
2025-03-12,13:00,633,unloaded,WH002,Okhla Depot,45,35,10
2025-03-12,17:00,895,loaded,WH002,Okhla Depot,45,35,10
2025-03-12,06:00,1295,unloaded,WH003,Narela Hub,60,50,15
2025-03-12,09:00,1543,loaded,WH003,Narela Hub,60,50,15
2025-03-12,13:00,1201,unloaded,WH003,Narela Hub,60,50,15
2025-03-12,17:00,1493,loaded,WH003,Narela Hub,60,50,15
2025-03-13,06:00,980,unloaded,WH001,Bawana Main,50,40,12
2025-03-13,09:00,1164,loaded,WH001,Bawana Main,50,40,12
2025-03-13,13:00,979,unloaded,WH001,Bawana Main,50,40,12
2025-03-13,17:00,1209,loaded,WH001,Bawana Main,50,40,12
2025-03-13,06:00,746,unloaded,WH002,Okhla Depot,45,35,10
2025-03-13,09:00,964,loaded,WH002,Okhla Depot,45,35,10
2025-03-13,13:00,695,unloaded,WH002,Okhla Depot,45,35,10
2025-03-13,17:00,864,loaded,WH002,Okhla Depot,45,35,10
2025-03-13,06:00,1426,unloaded,WH003,Narela Hub,60,50,15
2025-03-13,09:00,1568,loaded,WH003,Narela Hub,60,50,15
2025-03-13,13:00,1418,unloaded,WH003,Narela Hub,60,50,15
2025-03-13,17:00,1563,loaded,WH003,Narela Hub,60,50,15
2025-03-14,06:00,1000,unloaded,WH001,Bawana Main,50,40,12
2025-03-14,09:00,1210,loaded,WH001,Bawana Main,50,40,12
2025-03-14,13:00,1062,unloaded,WH001,Bawana Main,50,40,12
2025-03-14,17:00,1128,loaded,WH001,Bawana Main,50,40,12
2025-03-14,06:00,695,unloaded,WH002,Okhla Depot,45,35,10
2025-03-14,09:00,971,loaded,WH002,Okhla Depot,45,35,10
2025-03-14,13:00,654,unloaded,WH002,Okhla Depot,45,35,10
2025-03-14,17:00,869,loaded,WH002,Okhla Depot,45,35,10
2025-03-14,06:00,1217,unloaded,WH003,Narela Hub,60,50,15
2025-03-14,09:00,1435,loaded,WH003,Narela Hub,60,50,15
2025-03-14,13:00,1347,unloaded,WH003,Narela Hub,60,50,15
2025-03-14,17:00,1409,loaded,WH003,Narela Hub,60,50,15
2025-03-15,06:00,781,unloaded,WH001,Bawana Main,50,40,12
2025-03-15,09:00,1035,loaded,WH001,Bawana Main,50,40,12
2025-03-15,13:00,683,unloaded,WH001,Bawana Main,50,40,12
2025-03-15,17:00,1105,loaded,WH001,Bawana Main,50,40,12
2025-03-15,06:00,431,unloaded,WH002,Okhla Depot,45,35,10
2025-03-15,09:00,919,loaded,WH002,Okhla Depot,45,35,10
2025-03-15,13:00,612,unloaded,WH002,Okhla Depot,45,35,10
2025-03-15,17:00,774,loaded,WH002,Okhla Depot,45,35,10
2025-03-15,06:00,1164,unloaded,WH003,Narela Hub,60,50,15
2025-03-15,09:00,1416,loaded,WH003,Narela Hub,60,50,15
2025-03-15,13:00,1135,unloaded,WH003,Narela Hub,60,50,15
2025-03-15,17:00,1393,loaded,WH003,Narela Hub,60,50,15
2025-03-16,06:00,712,unloaded,WH001,Bawana Main,50,40,12
2025-03-16,09:00,1071,loaded,WH001,Bawana Main,50,40,12
2025-03-16,13:00,841,unloaded,WH001,Bawana Main,50,40,12
2025-03-16,17:00,1172,loaded,WH001,Bawana Main,50,40,12
2025-03-16,06:00,448,unloaded,WH002,Okhla Depot,45,35,10
2025-03-16,09:00,893,loaded,WH002,Okhla Depot,45,35,10
2025-03-16,13:00,510,unloaded,WH002,Okhla Depot,45,35,10
2025-03-16,17:00,814,loaded,WH002,Okhla Depot,45,35,10
2025-03-16,06:00,1258,unloaded,WH003,Narela Hub,60,50,15
2025-03-16,09:00,1335,loaded,WH003,Narela Hub,60,50,15
2025-03-16,13:00,1205,unloaded,WH003,Narela Hub,60,50,15
2025-03-16,17:00,1505,loaded,WH003,Narela Hub,60,50,15
2025-03-17,06:00,834,unloaded,WH001,Bawana Main,50,40,12
2025-03-17,09:00,1278,loaded,WH001,Bawana Main,50,40,12
2025-03-17,13:00,998,unloaded,WH001,Bawana Main,50,40,12
2025-03-17,17:00,1274,loaded,WH001,Bawana Main,50,40,12
2025-03-17,06:00,749,unloaded,WH002,Okhla Depot,45,35,10
2025-03-17,09:00,903,loaded,WH002,Okhla Depot,45,35,10
2025-03-17,13:00,811,unloaded,WH002,Okhla Depot,45,35,10
2025-03-17,17:00,998,loaded,WH002,Okhla Depot,45,35,10
2025-03-17,06:00,1299,unloaded,WH003,Narela Hub,60,50,15
2025-03-17,09:00,1478,loaded,WH003,Narela Hub,60,50,15
2025-03-17,13:00,1383,unloaded,WH003,Narela Hub,60,50,15
2025-03-17,17:00,1424,loaded,WH003,Narela Hub,60,50,15
2025-03-18,06:00,1036,unloaded,WH001,Bawana Main,50,40,12
2025-03-18,09:00,1109,loaded,WH001,Bawana Main,50,40,12
2025-03-18,13:00,841,unloaded,WH001,Bawana Main,50,40,12
2025-03-18,17:00,1292,loaded,WH001,Bawana Main,50,40,12
2025-03-18,06:00,550,unloaded,WH002,Okhla Depot,45,35,10
2025-03-18,09:00,965,loaded,WH002,Okhla Depot,45,35,10
2025-03-18,13:00,569,unloaded,WH002,Okhla Depot,45,35,10
2025-03-18,17:00,813,loaded,WH002,Okhla Depot,45,35,10
2025-03-18,06:00,1196,unloaded,WH003,Narela Hub,60,50,15
2025-03-18,09:00,1529,loaded,WH003,Narela Hub,60,50,15
2025-03-18,13:00,1371,unloaded,WH003,Narela Hub,60,50,15
2025-03-18,17:00,1505,loaded,WH003,Narela Hub,60,50,15
2025-03-19,06:00,997,unloaded,WH001,Bawana Main,50,40,12
2025-03-19,09:00,1210,loaded,WH001,Bawana Main,50,40,12
2025-03-19,13:00,937,unloaded,WH001,Bawana Main,50,40,12
2025-03-19,17:00,1295,loaded,WH001,Bawana Main,50,40,12
2025-03-19,06:00,687,unloaded,WH002,Okhla Depot,45,35,10
2025-03-19,09:00,817,loaded,WH002,Okhla Depot,45,35,10
2025-03-19,13:00,595,unloaded,WH002,Okhla Depot,45,35,10
2025-03-19,17:00,927,loaded,WH002,Okhla Depot,45,35,10
2025-03-19,06:00,1255,unloaded,WH003,Narela Hub,60,50,15
2025-03-19,09:00,1576,loaded,WH003,Narela Hub,60,50,15
2025-03-19,13:00,1186,unloaded,WH003,Narela Hub,60,50,15
2025-03-19,17:00,1423,loaded,WH003,Narela Hub,60,50,15
2025-03-20,06:00,825,unloaded,WH001,Bawana Main,50,40,12
2025-03-20,09:00,1106,loaded,WH001,Bawana Main,50,40,12
2025-03-20,13:00,939,unloaded,WH001,Bawana Main,50,40,12
2025-03-20,17:00,1178,loaded,WH001,Bawana Main,50,40,12
2025-03-20,06:00,685,unloaded,WH002,Okhla Depot,45,35,10
2025-03-20,09:00,871,loaded,WH002,Okhla Depot,45,35,10
2025-03-20,13:00,603,unloaded,WH002,Okhla Depot,45,35,10
2025-03-20,17:00,930,loaded,WH002,Okhla Depot,45,35,10
2025-03-20,06:00,1196,unloaded,WH003,Narela Hub,60,50,15
2025-03-20,09:00,1410,loaded,WH003,Narela Hub,60,50,15
2025-03-20,13:00,1376,unloaded,WH003,Narela Hub,60,50,15
2025-03-20,17:00,1561,loaded,WH003,Narela Hub,60,50,15
2025-03-21,06:00,926,unloaded,WH001,Bawana Main,50,40,12
2025-03-21,09:00,1167,loaded,WH001,Bawana Main,50,40,12
2025-03-21,13:00,1139,unloaded,WH001,Bawana Main,50,40,12
2025-03-21,17:00,1138,loaded,WH001,Bawana Main,50,40,12
2025-03-21,06:00,601,unloaded,WH002,Okhla Depot,45,35,10
2025-03-21,09:00,829,loaded,WH002,Okhla Depot,45,35,10
2025-03-21,13:00,711,unloaded,WH002,Okhla Depot,45,35,10
2025-03-21,17:00,895,loaded,WH002,Okhla Depot,45,35,10
2025-03-21,06:00,1169,unloaded,WH003,Narela Hub,60,50,15
2025-03-21,09:00,1448,loaded,WH003,Narela Hub,60,50,15
2025-03-21,13:00,1307,unloaded,WH003,Narela Hub,60,50,15
2025-03-21,17:00,1559,loaded,WH003,Narela Hub,60,50,15
2025-03-22,06:00,980,unloaded,WH001,Bawana Main,50,40,12
2025-03-22,09:00,1128,loaded,WH001,Bawana Main,50,40,12
2025-03-22,13:00,745,unloaded,WH001,Bawana Main,50,40,12
2025-03-22,17:00,1019,loaded,WH001,Bawana Main,50,40,12
2025-03-22,06:00,550,unloaded,WH002,Okhla Depot,45,35,10
2025-03-22,09:00,709,loaded,WH002,Okhla Depot,45,35,10
2025-03-22,13:00,442,unloaded,WH002,Okhla Depot,45,35,10
2025-03-22,17:00,779,loaded,WH002,Okhla Depot,45,35,10
2025-03-22,06:00,1125,unloaded,WH003,Narela Hub,60,50,15
2025-03-22,09:00,1383,loaded,WH003,Narela Hub,60,50,15
2025-03-22,13:00,1261,unloaded,WH003,Narela Hub,60,50,15
2025-03-22,17:00,1492,loaded,WH003,Narela Hub,60,50,15
2025-03-23,06:00,848,unloaded,WH001,Bawana Main,50,40,12
2025-03-23,09:00,1073,loaded,WH001,Bawana Main,50,40,12
2025-03-23,13:00,934,unloaded,WH001,Bawana Main,50,40,12
2025-03-23,17:00,1058,loaded,WH001,Bawana Main,50,40,12
2025-03-23,06:00,537,unloaded,WH002,Okhla Depot,45,35,10
2025-03-23,09:00,775,loaded,WH002,Okhla Depot,45,35,10
2025-03-23,13:00,574,unloaded,WH002,Okhla Depot,45,35,10
2025-03-23,17:00,860,loaded,WH002,Okhla Depot,45,35,10
2025-03-23,06:00,1316,unloaded,WH003,Narela Hub,60,50,15
2025-03-23,09:00,1409,loaded,WH003,Narela Hub,60,50,15
2025-03-23,13:00,1185,unloaded,WH003,Narela Hub,60,50,15
2025-03-23,17:00,1376,loaded,WH003,Narela Hub,60,50,15
2025-03-24,06:00,822,unloaded,WH001,Bawana Main,50,40,12
2025-03-24,09:00,1143,loaded,WH001,Bawana Main,50,40,12
2025-03-24,13:00,1013,unloaded,WH001,Bawana Main,50,40,12
2025-03-24,17:00,1165,loaded,WH001,Bawana Main,50,40,12
2025-03-24,06:00,744,unloaded,WH002,Okhla Depot,45,35,10
2025-03-24,09:00,872,loaded,WH002,Okhla Depot,45,35,10
2025-03-24,13:00,651,unloaded,WH002,Okhla Depot,45,35,10
2025-03-24,17:00,847,loaded,WH002,Okhla Depot,45,35,10
2025-03-24,06:00,1363,unloaded,WH003,Narela Hub,60,50,15
2025-03-24,09:00,1557,loaded,WH003,Narela Hub,60,50,15
2025-03-24,13:00,1272,unloaded,WH003,Narela Hub,60,50,15
2025-03-24,17:00,1540,loaded,WH003,Narela Hub,60,50,15
2025-03-25,06:00,898,unloaded,WH001,Bawana Main,50,40,12
2025-03-25,09:00,1118,loaded,WH001,Bawana Main,50,40,12
2025-03-25,13:00,912,unloaded,WH001,Bawana Main,50,40,12
2025-03-25,17:00,1299,loaded,WH001,Bawana Main,50,40,12
2025-03-25,06:00,621,unloaded,WH002,Okhla Depot,45,35,10
2025-03-25,09:00,974,loaded,WH002,Okhla Depot,45,35,10
2025-03-25,13:00,746,unloaded,WH002,Okhla Depot,45,35,10
2025-03-25,17:00,943,loaded,WH002,Okhla Depot,45,35,10
2025-03-25,06:00,1270,unloaded,WH003,Narela Hub,60,50,15
2025-03-25,09:00,1440,loaded,WH003,Narela Hub,60,50,15
2025-03-25,13:00,1220,unloaded,WH003,Narela Hub,60,50,15
2025-03-25,17:00,1592,loaded,WH003,Narela Hub,60,50,15
2025-03-26,06:00,914,unloaded,WH001,Bawana Main,50,40,12
2025-03-26,09:00,1152,loaded,WH001,Bawana Main,50,40,12
2025-03-26,13:00,879,unloaded,WH001,Bawana Main,50,40,12
2025-03-26,17:00,1258,loaded,WH001,Bawana Main,50,40,12
2025-03-26,06:00,593,unloaded,WH002,Okhla Depot,45,35,10
2025-03-26,09:00,807,loaded,WH002,Okhla Depot,45,35,10
2025-03-26,13:00,601,unloaded,WH002,Okhla Depot,45,35,10
2025-03-26,17:00,850,loaded,WH002,Okhla Depot,45,35,10
2025-03-26,06:00,1248,unloaded,WH003,Narela Hub,60,50,15
2025-03-26,09:00,1430,loaded,WH003,Narela Hub,60,50,15
2025-03-26,13:00,1219,unloaded,WH003,Narela Hub,60,50,15
2025-03-26,17:00,1439,loaded,WH003,Narela Hub,60,50,15
2025-03-27,06:00,779,unloaded,WH001,Bawana Main,50,40,12
2025-03-27,09:00,1115,loaded,WH001,Bawana Main,50,40,12
2025-03-27,13:00,909,unloaded,WH001,Bawana Main,50,40,12
2025-03-27,17:00,1193,loaded,WH001,Bawana Main,50,40,12
2025-03-27,06:00,508,unloaded,WH002,Okhla Depot,45,35,10
2025-03-27,09:00,822,loaded,WH002,Okhla Depot,45,35,10
2025-03-27,13:00,749,unloaded,WH002,Okhla Depot,45,35,10
2025-03-27,17:00,814,loaded,WH002,Okhla Depot,45,35,10
2025-03-27,06:00,1173,unloaded,WH003,Narela Hub,60,50,15
2025-03-27,09:00,1412,loaded,WH003,Narela Hub,60,50,15
2025-03-27,13:00,1123,unloaded,WH003,Narela Hub,60,50,15
2025-03-27,17:00,1446,loaded,WH003,Narela Hub,60,50,15
2025-03-28,06:00,970,unloaded,WH001,Bawana Main,50,40,12
2025-03-28,09:00,1243,loaded,WH001,Bawana Main,50,40,12
2025-03-28,13:00,964,unloaded,WH001,Bawana Main,50,40,12
2025-03-28,17:00,1100,loaded,WH001,Bawana Main,50,40,12
2025-03-28,06:00,648,unloaded,WH002,Okhla Depot,45,35,10
2025-03-28,09:00,992,loaded,WH002,Okhla Depot,45,35,10
2025-03-28,13:00,705,unloaded,WH002,Okhla Depot,45,35,10
2025-03-28,17:00,992,loaded,WH002,Okhla Depot,45,35,10
2025-03-28,06:00,1239,unloaded,WH003,Narela Hub,60,50,15
2025-03-28,09:00,1496,loaded,WH003,Narela Hub,60,50,15
2025-03-28,13:00,1255,unloaded,WH003,Narela Hub,60,50,15
2025-03-28,17:00,1514,loaded,WH003,Narela Hub,60,50,15
2025-03-29,06:00,723,unloaded,WH001,Bawana Main,50,40,12
2025-03-29,09:00,972,loaded,WH001,Bawana Main,50,40,12
2025-03-29,13:00,831,unloaded,WH001,Bawana Main,50,40,12
2025-03-29,17:00,1172,loaded,WH001,Bawana Main,50,40,12
2025-03-29,06:00,512,unloaded,WH002,Okhla Depot,45,35,10
2025-03-29,09:00,808,loaded,WH002,Okhla Depot,45,35,10
2025-03-29,13:00,530,unloaded,WH002,Okhla Depot,45,35,10
2025-03-29,17:00,770,loaded,WH002,Okhla Depot,45,35,10
2025-03-29,06:00,1219,unloaded,WH003,Narela Hub,60,50,15
2025-03-29,09:00,1454,loaded,WH003,Narela Hub,60,50,15
2025-03-29,13:00,1182,unloaded,WH003,Narela Hub,60,50,15
2025-03-29,17:00,1399,loaded,WH003,Narela Hub,60,50,15
2025-03-30,06:00,741,unloaded,WH001,Bawana Main,50,40,12
2025-03-30,09:00,1065,loaded,WH001,Bawana Main,50,40,12
2025-03-30,13:00,883,unloaded,WH001,Bawana Main,50,40,12
2025-03-30,17:00,1038,loaded,WH001,Bawana Main,50,40,12
2025-03-30,06:00,620,unloaded,WH002,Okhla Depot,45,35,10
2025-03-30,09:00,920,loaded,WH002,Okhla Depot,45,35,10
2025-03-30,13:00,516,unloaded,WH002,Okhla Depot,45,35,10
2025-03-30,17:00,781,loaded,WH002,Okhla Depot,45,35,10
2025-03-30,06:00,1166,unloaded,WH003,Narela Hub,60,50,15
2025-03-30,09:00,1341,loaded,WH003,Narela Hub,60,50,15
2025-03-30,13:00,1198,unloaded,WH003,Narela Hub,60,50,15
2025-03-30,17:00,1492,loaded,WH003,Narela Hub,60,50,15
2025-03-31,06:00,984,unloaded,WH001,Bawana Main,50,40,12
2025-03-31,09:00,1193,loaded,WH001,Bawana Main,50,40,12
2025-03-31,13:00,1035,unloaded,WH001,Bawana Main,50,40,12
2025-03-31,17:00,1107,loaded,WH001,Bawana Main,50,40,12
2025-03-31,06:00,531,unloaded,WH002,Okhla Depot,45,35,10
2025-03-31,09:00,862,loaded,WH002,Okhla Depot,45,35,10
2025-03-31,13:00,735,unloaded,WH002,Okhla Depot,45,35,10
2025-03-31,17:00,992,loaded,WH002,Okhla Depot,45,35,10
2025-03-31,06:00,1206,unloaded,WH003,Narela Hub,60,50,15
2025-03-31,09:00,1440,loaded,WH003,Narela Hub,60,50,15
2025-03-31,13:00,1233,unloaded,WH003,Narela Hub,60,50,15
2025-03-31,17:00,1600,loaded,WH003,Narela Hub,60,50,15
2025-04-01,06:00,975,unloaded,WH001,Bawana Main,50,40,12
2025-04-01,09:00,1252,loaded,WH001,Bawana Main,50,40,12
2025-04-01,13:00,994,unloaded,WH001,Bawana Main,50,40,12
2025-04-01,17:00,1287,loaded,WH001,Bawana Main,50,40,12
2025-04-01,06:00,733,unloaded,WH002,Okhla Depot,45,35,10
2025-04-01,09:00,827,loaded,WH002,Okhla Depot,45,35,10
2025-04-01,13:00,721,unloaded,WH002,Okhla Depot,45,35,10
2025-04-01,17:00,886,loaded,WH002,Okhla Depot,45,35,10
2025-04-01,06:00,1187,unloaded,WH003,Narela Hub,60,50,15
2025-04-01,09:00,1536,loaded,WH003,Narela Hub,60,50,15
2025-04-01,13:00,1311,unloaded,WH003,Narela Hub,60,50,15
2025-04-01,17:00,1475,loaded,WH003,Narela Hub,60,50,15
2025-04-02,06:00,818,unloaded,WH001,Bawana Main,50,40,12
2025-04-02,09:00,1208,loaded,WH001,Bawana Main,50,40,12
2025-04-02,13:00,861,unloaded,WH001,Bawana Main,50,40,12
2025-04-02,17:00,1285,loaded,WH001,Bawana Main,50,40,12
2025-04-02,06:00,651,unloaded,WH002,Okhla Depot,45,35,10
2025-04-02,09:00,805,loaded,WH002,Okhla Depot,45,35,10
2025-04-02,13:00,621,unloaded,WH002,Okhla Depot,45,35,10
2025-04-02,17:00,891,loaded,WH002,Okhla Depot,45,35,10
2025-04-02,06:00,1113,unloaded,WH003,Narela Hub,60,50,15
2025-04-02,09:00,1474,loaded,WH003,Narela Hub,60,50,15
2025-04-02,13:00,1234,unloaded,WH003,Narela Hub,60,50,15
2025-04-02,17:00,1562,loaded,WH003,Narela Hub,60,50,15
2025-04-03,06:00,920,unloaded,WH001,Bawana Main,50,40,12
2025-04-03,09:00,1232,loaded,WH001,Bawana Main,50,40,12
2025-04-03,13:00,858,unloaded,WH001,Bawana Main,50,40,12
2025-04-03,17:00,1214,loaded,WH001,Bawana Main,50,40,12
2025-04-03,06:00,657,unloaded,WH002,Okhla Depot,45,35,10
2025-04-03,09:00,955,loaded,WH002,Okhla Depot,45,35,10
2025-04-03,13:00,653,unloaded,WH002,Okhla Depot,45,35,10
2025-04-03,17:00,1000,loaded,WH002,Okhla Depot,45,35,10
2025-04-03,06:00,1322,unloaded,WH003,Narela Hub,60,50,15
2025-04-03,09:00,1466,loaded,WH003,Narela Hub,60,50,15
2025-04-03,13:00,1266,unloaded,WH003,Narela Hub,60,50,15
2025-04-03,17:00,1565,loaded,WH003,Narela Hub,60,50,15
2025-04-04,06:00,922,unloaded,WH001,Bawana Main,50,40,12
2025-04-04,09:00,1145,loaded,WH001,Bawana Main,50,40,12
2025-04-04,13:00,900,unloaded,WH001,Bawana Main,50,40,12
2025-04-04,17:00,1200,loaded,WH001,Bawana Main,50,40,12
2025-04-04,06:00,504,unloaded,WH002,Okhla Depot,45,35,10
2025-04-04,09:00,862,loaded,WH002,Okhla Depot,45,35,10
2025-04-04,13:00,576,unloaded,WH002,Okhla Depot,45,35,10
2025-04-04,17:00,951,loaded,WH002,Okhla Depot,45,35,10
2025-04-04,06:00,1279,unloaded,WH003,Narela Hub,60,50,15
2025-04-04,09:00,1581,loaded,WH003,Narela Hub,60,50,15
2025-04-04,13:00,1236,unloaded,WH003,Narela Hub,60,50,15
2025-04-04,17:00,1585,loaded,WH003,Narela Hub,60,50,15
2025-04-05,06:00,902,unloaded,WH001,Bawana Main,50,40,12
2025-04-05,09:00,1087,loaded,WH001,Bawana Main,50,40,12
2025-04-05,13:00,1012,unloaded,WH001,Bawana Main,50,40,12
2025-04-05,17:00,1032,loaded,WH001,Bawana Main,50,40,12
2025-04-05,06:00,550,unloaded,WH002,Okhla Depot,45,35,10
2025-04-05,09:00,794,loaded,WH002,Okhla Depot,45,35,10
2025-04-05,13:00,545,unloaded,WH002,Okhla Depot,45,35,10
2025-04-05,17:00,785,loaded,WH002,Okhla Depot,45,35,10
2025-04-05,06:00,1359,unloaded,WH003,Narela Hub,60,50,15
2025-04-05,09:00,1422,loaded,WH003,Narela Hub,60,50,15
2025-04-05,13:00,1275,unloaded,WH003,Narela Hub,60,50,15
2025-04-05,17:00,1394,loaded,WH003,Narela Hub,60,50,15
2025-04-06,06:00,944,unloaded,WH001,Bawana Main,50,40,12
2025-04-06,09:00,1041,loaded,WH001,Bawana Main,50,40,12
2025-04-06,13:00,835,unloaded,WH001,Bawana Main,50,40,12
2025-04-06,17:00,1112,loaded,WH001,Bawana Main,50,40,12
2025-04-06,06:00,331,unloaded,WH002,Okhla Depot,45,35,10
2025-04-06,09:00,688,loaded,WH002,Okhla Depot,45,35,10
2025-04-06,13:00,539,unloaded,WH002,Okhla Depot,45,35,10
2025-04-06,17:00,854,loaded,WH002,Okhla Depot,45,35,10
2025-04-06,06:00,1115,unloaded,WH003,Narela Hub,60,50,15
2025-04-06,09:00,1460,loaded,WH003,Narela Hub,60,50,15
2025-04-06,13:00,1225,unloaded,WH003,Narela Hub,60,50,15
2025-04-06,17:00,1408,loaded,WH003,Narela Hub,60,50,15
2025-04-07,06:00,866,unloaded,WH001,Bawana Main,50,40,12
2025-04-07,09:00,1270,loaded,WH001,Bawana Main,50,40,12
2025-04-07,13:00,1020,unloaded,WH001,Bawana Main,50,40,12
2025-04-07,17:00,1114,loaded,WH001,Bawana Main,50,40,12
2025-04-07,06:00,506,unloaded,WH002,Okhla Depot,45,35,10
2025-04-07,09:00,923,loaded,WH002,Okhla Depot,45,35,10
2025-04-07,13:00,673,unloaded,WH002,Okhla Depot,45,35,10
